Abstract,Title
"IN THE REALM OF ‚SMARTMANUFACTURING‘[IEC20A] THE ‚SEMNORM‘PROJECT [DKE20A] ADDRESSES THE QUESTION OF HOW TO AT DERIVE AN EXECUTABLE DIGITALTWIN (DT) [DTC20] FROM STANDARDS. A DIGITALTWIN IS A VIRTUAL REPRESENTATION THAT EMBODIES AN ASSET OF ANY TYPE [IOSB18]. IN THAT SENSE A DT IS COMPARED TO THE ASSET ADMINISTRATION SHELL (AAS). SMARTMANUFACTURING IS A REAL THING OF A FACTORY REPRESENTED BY ITS STRUCTURE AND BEHAVIOR OF INTER-CONNECTED THINGS THAT GENERATE REAL-TIME DATA [IOSB18]. BY COMBINING SMARTMANUFACTURING PROCESSES WITH A DIGITALTWIN IT IS INTENDED TO VALIDATE OPERATIONS OF A PRODUCTION SYSTEMS IN REAL-TIME. IN GENERAL THE PROPERTIES OF INTER-OPERATING THINGS RESPECTIVELY SYSTEMS, AND ESPECIALLY THE PROPERTIES OF ENERGY TRANSPORTATION BETWEEN SYSTEMS ARE CONSIDERED TO BE THE ‚PROVE OF CONCEPTS‘(POC) OF SEMANTICS. WHEN THE INFORMATION TECHNOLOGY (IT) THAT PROCESSES DATA AND UP TO SOME EXTEND INFORMATION, IS COMPARED TO THE TECHNOLOGY THAT ENABLES COMMUNICATION AMONG THINGS OR OBJECTS THEN THE TECHNOLOGY IS CALLED OPERATION TECHNOLOGY (OT). WHEREAS THE SEMANTICS OF IT IS STRAIGHT-FORWARD, NAMELY THE INTERPRETATION OF DATA OBJECTS IN DIFFERENT CONTEXTS OF A SENDING AND A RECEIVING ENVIRONMENT, THE SEMANTICS OF OT IS ACHIEVED ON TWO LEVELS. THE THE FIRST (INFORMAL) LEVEL EXPLAINS SEMANTICS AS A NARRATIVE OF HOW THINGS ARE PROCESSED IN A SMARTMANUFACTURING PLANT, WHEREAS THE SECOND (FORMAL) LEVEL DEFINES SEMANTICS MORE FORMALLY, I.E. BY MEANS OF GRAPH MANIPULATIONS. GRAPH MANIPULATIONS REPRESENT SEQUENCES OF EVENTS THAT ARE RELATED TO THE NARRATIVE OF TALKING ABOUT INTER-OPERATIONS AMONG THINGS. AT SAME TIME A GRAPH IS A COMPUTATIONAL REPRESENTATION (CP. [IOSB18]) IN TERMS OF SEQUENCES OF EVENTS (SO-CALLED RUNS) THAT ARE EXECUTABLE BY APPROPRIATE TOOLS FROM THE SHELVE. THUS GRAPH COMPUTATIONS AND TOLD NARRATIVES ARE SAID TO BE ‚SIMILAR‘, RESPECTIVELY ‚COMPARABLE‘SINCE THEY ARE RELATED TO EACH OTHER BY A MORPHISM I.E. THE FORMAL RELATIONSHIP BETWEEN ARTIFACTS OF GRAPHS, ARTIFACTS FROM THE STANDARD ONTOLOGY AND ARTIFACTS OF THE TECHNICAL ASSET DOMAIN. THE OT NARRATION VALIDATED BY A GRAPH SEMANTICS ANALYSIS IS FINALLY TO BE TRANSFORMED INTO A STANDARD’S DOCUMENT WHICH IS THEN CALLED TO BE A SEMANTIC STANDARD. THIS PROCESS IS A BACKWARD TRANSFORMATION OF INTEROPERATION PROPERTIES FROM A SEMANTIC REPRESENTATION INTO AN ENGLISH TEXT THAT DESCRIBES THE REQUIREMENTS OF THESE PROPERTIES. IN A FORWARD TRANSFORMATION IT IS STARTED WITH THE TEXTUAL STANDARDS TOGETHER WITH THE DERIVED GUIDELINES TO TRANSFORM THE STANDARD INTO A SEMANTIC REPRESENTATION RESPECTIVELY A DIGITALTWIN. © 2020 GESELLSCHAFT FUR INFORMATIK (GI). ALL RIGHTS RESERVED.",SEMANTICS FOR I40 SMARTMANUFACTURING
"THIS PAPER ADDRESSES THE WAY A SIMULATED ANNEALING-BASED FITTING STRATEGY CAN BE ENHANCED BY LEVERAGING A SENSITIVITY ANALYSIS ABLE TO CHARACTERIZE THE IMPACT OF THE VARIATIONS IN THE PARAMETERS OF A CAD MODEL ON THE EVOLUTION OF THE DEVIATION BETWEEN THE CAD MODEL ITSELF AND THE POINT CLOUD OF THE DIGITIZED PART TO BE FITTED. THE PRINCIPLES UNDERPINNING THE ADOPTED FITTING ALGORITHM ARE BRIEFLY RECALLED. THE APPLIED SENSITIVITY ANALYSIS IS DESCRIBED TOGETHER WITH THE COMPARISON OF THE RESULTING SENSITIVITY EVOLUTION CURVES WITH THE CHANGES IN THE CAD MODEL PARAMETERS IMPOSED BY THE SIMULATED ANNEALING ALGORITHM. THIS ANALYSIS SUGGESTS SEVERAL POSSIBLE IMPROVEMENTS THAT ARE DISCUSSED. THE OVERALL APPROACH IS ILLUSTRATED ON THE FITTING OF SINGLE MECHANICAL PARTS BUT IT CAN BE DIRECTLY EXTENDED TO THE FITTING OF PARTS’ ASSEMBLIES. IT IS PARTICULARLY INTERESTING IN THE CONTEXT OF THE INDUSTRYFOURTH TO UPDATE DIGITALTWINS OF PHYSICAL PRODUCTS AND SYSTEMS. © 2021, THE AUTHOR(S).",SENSITIVITY ANALYSIS FOR SIMULATED ANNEALINGBASED FITTING OF CAD MODELS TO POINT CLOUDS OF DIGITIZED PARTS
"INDUSTRIAL INTERNET OF THING'S WILL PAVE THE WAY FOR SMARTMANUFACTURING INITIATIVES. INTELLIGENCE WILL BE NOTICES EVEN IN FINE GRAINED DEVICES, RESULTING IN COMPLEX BUT AT THE SAME TIME HIGHLY EFFICIENT MANUFACTURING SYSTEMS. THE TYPICAL FIELD WORKER JOB WILL BE REPLACED BY MACHINES AND HUMAN INTERVENTION WILL BE SHIFTED TO SUPERVISION JOBS. THIS WORK PRESENTS SENSOR SELCOMP, A SMART COMPONENT WHICH WILL ACT IN THE FACTORY SHOP-FLOOR, CREATING THE SO CALLED DIGITALTWIN'S OF MACHINE'S BY MEANS OF SENSORS AND EXPOSING IT'S FUNCTIONALITIES AS SERVICES. THIS COMPONENT IS A BUILDING BLOCK OF THE SELSUS PROJECT VISION, WHOSE AIM IS TO CREATE AND HIGHLY EFFECTIVE SELF-HEALING PRODUCTION ENVIRONMENT. THIS COMPONENT EASES THE PROCESS OF SENSOR INTEGRATION AND DATA ANALYSIS BY OFFERING RUNTIME RECONFIGURATION AND DATA PROCESSING CAPABILITIES. ALONG THIS DOCUMENT IT IS SHOWN THAT SENSOR SELCOMP CAN COPE WITH TIGHT INDUSTRIAL FUNCTIONAL REQUIREMENTS AND IT'S FUNCTIONALITIES ARE DESCRIBED IN DETAIL.",SENSOR SELCOMP A SMART COMPONENT FOR THE INDUSTRIAL SENSOR CLOUD OF THE FUTURE
"SENSOR TECHNOLOGIES EMPOWER INDUSTRYFOURTH BY ENABLING INTEGRATION OF IN-FIELD AND REAL-TIME RAW DATA INTO DIGITALTWINS. HOWEVER, SENSORS MIGHT BE UNRELIABLE DUE TO INHERENT ISSUES AND/OR ENVIRONMENTAL CONDITIONS. THIS ARTICLE AIMS AT DETECTING ANOMALIES IN MEASUREMENTS FROM SENSORS, IDENTIFYING THE FAULTY ONES AND ACCOMMODATING THEM WITH APPROPRIATE ESTIMATED DATA, THUS PAVING THE WAY TO RELIABLE DIGITALTWINS. MORE SPECIFICALLY, WE PROPOSE A GENERAL MACHINE-LEARNING-BASED ARCHITECTURE FOR SENSOR VALIDATION BUILT UPON A SERIES OF NEURAL-NETWORK ESTIMATORS AND A CLASSIFIER. ESTIMATORS CORRESPOND TO VIRTUAL SENSORS OF ALL UNRELIABLE SENSORS (TO RECONSTRUCT NORMAL BEHAVIOUR AND REPLACE THE ISOLATED FAULTY SENSOR WITHIN THE SYSTEM), WHEREAS THE CLASSIFIER IS USED FOR DETECTION AND ISOLATION TASKS. A COMPREHENSIVE STATISTICAL ANALYSIS ON THREE DIFFERENT REAL-WORLD DATA-SETS IS CONDUCTED AND THE PERFORMANCE OF THE PROPOSED ARCHITECTURE VALIDATED UNDER HARD AND SOFT SYNTHETICALLY-GENERATED FAULTS. © 2001-2012 IEEE.",SENSORFAULT DETECTION ISOLATION AND ACCOMMODATION FOR DIGITALTWINS VIA MODULAR DATADRIVEN ARCHITECTURE
"RECENT ADVANCES IN THE LARGE-SCALE ADOPTION OF INFORMATION AND COMMUNICATION TECHNOLOGIES IN MANUFACTURING PROCESSES, KNOWN AS INDUSTRYFOURTH OR SMARTMANUFACTURING, PROVIDE US A WINDOW INTO HOW THE MANUFACTURING SECTOR WILL EVOLVE IN THE COMING DECADES. AS A RESULT OF THESE INITIATIVES, MANUFACTURING FIRMS HAVE STARTED TO INTEGRATE A SERIES OF EMERGING TECHNOLOGIES INTO THEIR PROCESSES THAT WILL CHANGE THE WAY PRODUCTS ARE DESIGNED, MANUFACTURED, AND CONSUMED. THIS ARTICLE PROVIDES A COMPREHENSIVE REVIEW OF HOW SERVICE-ORIENTED COMPUTING IS BEING EMPLOYED TO DEVELOP THE REQUIRED SOFTWARE INFRASTRUCTURE FOR INDUSTRYFOURTH AND IDENTIFIES THE MAJOR CHALLENGES AND RESEARCH OPPORTUNITIES THAT ENSUE. PARTICULAR ATTENTION IS PAID TO THE MICROSERVICES ARCHITECTURE, WHICH IS INCREASINGLY RECOGNIZED AS OFFERING A PROMISING APPROACH FOR DEVELOPING INNOVATIVE INDUSTRIAL APPLICATIONS. THIS LITERATURE REVIEW IS BASED ON THE CURRENT STATE OF THE ART ON SERVICE COMPUTING FOR INDUSTRYFOURTH AS DESCRIBED IN A LARGE CORPUS OF RECENTLY PUBLISHED RESEARCH PAPERS, WHICH HELPED US TO IDENTIFY AND EXPLORE A SERIES OF CHALLENGES AND OPPORTUNITIES FOR THE DEVELOPMENT OF THIS EMERGING TECHNOLOGY FRONTIER, WITH THE GOAL OF FACILITATING ITS WIDESPREAD ADOPTION. © 2021 COPYRIGHT HELD BY THE OWNER/AUTHOR(S). PUBLICATION RIGHTS LICENSED TO ACM.",SERVICE COMPUTING FOR INDUSTRYFOURTH STATE OF THE ART CHALLENGES AND RESEARCH OPPORTUNITIES
"THE DIGITALTWIN IS CURRENTLY RECOGNIZED AS A KEY TECHNOLOGY ALLOWING THE DIGITAL REPRESENTATION OF A REAL-WORLD SYSTEM. IN SMARTMANUFACTURING, THE DIGITALTWIN ENABLES THE MANAGEMENT AND ANALYSIS OF PHYSICAL AND DIGITAL PROCESSES, PRODUCTS, AND PEOPLE IN ORDER TO FOSTER THE SUSTAINABILITY OF THEIR LIFECYCLES. ALTHOUGH PAST RESEARCH ADDRESSED THIS TOPIC, FRAGMENTED STUDIES, A LACK OF A HOLISTIC VIEW, AND A LACK OF IN-DEPTH KNOWLEDGE ABOUT DIGITALTWIN CONCEPTS AND STRUCTURES ARE STILL EVIDENT IN THE DOMAIN OF THE SHOP FLOOR DIGITALTWIN. MANUFACTURING COMPANIES NEED AN INTEGRATED REFERENCE FRAMEWORK THAT FITS THE MAIN COMPONENTS OF BOTH PHYSICAL AND DIGITAL SPACE. ON THE BASIS OF A SYSTEMATIC LITERATURE REVIEW, THIS RESEARCH AIMS TO INVESTIGATE THE CHARACTERISTICS OF THE DIGITALTWIN FOR SHOP FLOOR PURPOSES IN THE CONTEXT OF SMARTMANUFACTURING. THE “HEXADIMENSIONAL SHOP FLOOR DIGITALTWIN” (HEXASFDT) IS PROPOSED AS A COMPREHENSIVE FRAMEWORK THAT INTEGRATES ALL THE MAIN COMPONENTS AND DESCRIBES THEIR RELATIONSHIPS. IN THIS WAY, MANUFACTURING ORGANIZATIONS CAN RELY ON AN INCLUSIVE FRAMEWORK FOR SUPPORTING THEIR JOURNEY IN UNDERSTANDING THE SHOP FLOOR DIGITALTWIN FROM A METHODOLOGICAL AND TECHNOLOGICAL VIEWPOINT. FURTHERMORE, THE RESEARCH STRENGTHENS THE REFERENCE LITERATURE BY COLLECTING AND INTEGRATING RELEVANT CONTRIBUTIONS IN A UNIQUE FRAMEWORK. © 2021 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.",SHOP FLOOR DIGITALTWIN IN SMARTMANUFACTURING A SYSTEMATIC LITERATURE REVIEW
"THIS PAPER ADDRESSES ONE OF THE KEY COMPONENTS IN TODAY'S INDUSTRIALIZATION APPROACH: VIRTUALIZATION. THE WORK DESCRIBES THE VIRTUALIZATION OF A TYPICAL PRODUCTION PROCESS, THE DIGITALTWIN IN THE SCOPE OF INDUSTRYFOURTH, INVOLVING DIFFERENT DEVICES, SUCH AS ROBOTIC ARMS, CONVEYORS, AUTOMATIC WAREHOUSES AND VISION SYSTEMS. IT INCLUDES BOTH LEGACY AND RECENT EQUIPMENT, WITH DIFFERENT CHARACTERISTICS AND COMMUNICATION CAPABILITIES, RANGING FROM RS232 SERIAL COMMUNICATION TO TCPIIP-BASED COMMUNICATION, OR EVEN I/O-BASED INTERACTION FOR DEVICES WITH NO COMMUNICATION CAPABILITIES. THE DEVELOPED APPROACH AIMS AT INDUSTRIAL IMPLEMENTATIONS, WHILE ALLOWING FOR EDUCATIONAL PURPOSES. FOR A STANDARDIZED APPROACH, THE OPC UA PROTOCOL IS USED FOR HIGH-LEVEL COMMUNICATION BETWEEN THE VARIOUS SYSTEMS. SEVERAL RESULTS ARE DESCRIBED SHOWING THE SUCCESS OF THE METHODOLOGY AND APPLICATION. © 2019 IEEE.",SHOP FLOOR VIRTUALIZATION AND INDUSTRYFOURTH
"THIS PAPER INTRODUCES A NEW FITTING APPROACH TO ALLOW AN EFFICIENT PART-BY-PART RECONSTRUCTION OR UPDATE OF EDITABLE CAD MODELS FITTING THE POINT CLOUD OF A DIGITIZED MECHANICAL PARTS′ ASSEMBLY. THE IDEA IS TO MAKE USE OF PARAMETERIZED CAD MODELS WHOSE DIMENSIONAL PARAMETERS ARE TO BE OPTIMIZED TO MATCH THE ACQUIRED POINT CLOUD. PARAMETERS MAY ALSO BE RELATED TO ASSEMBLY CONSTRAINTS, E.G. THE DISTANCE BETWEEN TWO PARTS. THE OPTIMIZATION KERNEL RELIES ON A SIMULATED ANNEALING ALGORITHM TO FIND OUT THE BEST VALUES OF THE PARAMETERS SO AS TO MINIMIZE THE DEVIATIONS BETWEEN THE POINT CLOUD AND THE CAD MODELS TO BE FITTED. BOTH GLOBAL AND LOCAL FITTING ARE POSSIBLE. DURING THE OPTIMIZATION PROCESS, THE ORIENTATION AND POSITIONING OF THE CAD PARTS ARE DRIVEN BY AN ICP ALGORITHM. THE MODIFICATIONS ARE ENSURED BY THE BATCH CALLS TO A CAD MODELER WHICH UPDATES THE MODELS AS THE FITTING PROCESS GOES ON. THE MODELER ALSO HANDLES THE ASSEMBLY CONSTRAINTS. BOTH SINGLE AND MULTIPLE PARTS CAN BE FITTED, EITHER SEQUENTIALLY OR SIMULTANEOUSLY. THE EVALUATION OF THE PROPOSED APPROACH IS PERFORMED USING BOTH REAL SCANNED POINT CLOUDS AND AS-SCANNED VIRTUALLY GENERATED POINT CLOUDS WHICH INCORPORATE SEVERAL ARTIFACTS THAT COULD APPEAR WITH A REAL SCANNER. RESULTS COVER SEVERAL INDUSTRYFOURTH RELATED APPLICATION SCENARIOS, RANGING FROM THE GLOBAL FITTING OF A SINGLE PART TO THE UPDATE OF A COMPLETE DIGITAL MOCK-UP EMBEDDING ASSEMBLY CONSTRAINTS. THE PROPOSED APPROACH DEMONSTRATES GOOD CAPACITIES TO HELP MAINTAINING THE COHERENCE BETWEEN A PRODUCT/SYSTEM AND ITS DIGITALTWIN. © 2020, SPRINGER-VERLAG LONDON LTD., PART OF SPRINGER NATURE.",SIMULATED ANNEALINGBASED FITTING OF CAD MODELS TO POINT CLOUDS OF MECHANICAL PARTS ASSEMBLIES
"THROUGH HISTORY, ADVANCEMENTS IN TECHNOLOGY HAVE REVOLUTIONISED MANUFACTURING AND CAUSED A LEAP IN INDUSTRIALISATION. INDUSTRYFOURTH, THE FOURTH INDUSTRIAL REVOLUTION, COMPRISES OF ADVANCED TECHNOLOGIES SUCH AS ROBOTICS, AUTONOMOUS TRANSPORTATION AND PRODUCTION MACHINERY, ADDITIVE MANUFACTURING, INTERNET OF THINGS (IOT), 5G MOBILE COMMUNICATION, SENSORS, SYSTEMS INTEGRATION, CLOUD, BIG DATA, DATA ANALYTICS, AND SIMULATION. SUCH TECHNOLOGIES ARE USED IN THE PRODUCTION OF QUALITY GOODS, WHICH INCREASED PRODUCT DIVERSITY, AND OFTEN AT LOWER COSTS ACHIEVED THROUGH OPTIMISATION AND SMART PRODUCTION TECHNIQUES. THE GOALS OF INDUSTRYFOURTH ARE TO ACHIEVE SMART FACTORIES AND CYBER-PHYSICAL SYSTEMS (CPS). THE INTRODUCTORY CHAPTER PRESENTS CONCEPTS FROM INDUSTRYFOURTH AND CONTEXTUALISES THE ROLE OF SIMULATION IN BRINGING ABOUT THIS NEW INDUSTRIAL AGE. THE HISTORY OF THE INDUSTRIAL REVOLUTIONS AND SIMULATION ARE DISCUSSED. MAJOR CONCEPTS IN INDUSTRYFOURTH, SUCH AS CPS, VERTICAL AND HORIZONTAL SYSTEM INTEGRATION, AUGMENTED REALITY/VIRTUAL REALITY (AR/VR), CLOUD, BIG DATA, DATA ANALYTICS, INTERNET OF THINGS (IOT), AND ADDITIVE MANUFACTURING ARE EVALUATED IN THE CONTEXT OF SIMULATION. THE DISCUSSIONS SHOW THAT COMPUTER SIMULATION IS INTRINSIC TO SEVERAL OF THESE INDUSTRYFOURTH CONCEPTS AND TECHNOLOGIES, FOR EXAMPLE, THE APPLICATION OF SIMULATION IN HYBRID MODELLING (E.G., DIGITALTWINS), SIMULATION-BASED TRAINING, DATA ANALYTICS (E.G., PRESCRIPTIVE ANALYTICS THROUGH THE USE OF COMPUTER SIMULATION), DESIGNING CONNECTIVITY (E.G., NETWORK SIMULATION), AND SIMULATION-BASED PRODUCT DESIGN. SIMULATION HAS A PIVOTAL ROLE IN REALISING THE VISION OF INDUSTRYFOURTH, AND IT WOULD NOT BE FARFETCHED TO SAY THAT SIMULATION IS AT THE HEART OF INDUSTRYFOURTH. © 2019, SPRINGER NATURE SWITZERLAND AG.",SIMULATION AND THE FOURTH INDUSTRIAL REVOLUTION
"SIMULATION HELP ACHIEVE THE BETTER IN THE INDUSTRY IN MANY WAYS. IT REDUCES THE WASTE IN TIME AND RESOURCES AND INCREASE EFFICIENCY IN MANUFACTURING. IT ALSO HELPS INCREASE PRODUCTIVITY AND THE REVENUE. SIMULATION HAS ALSO SIGNIFICANT ROLE IN THE DESIGN OF PRODUCTS. FURTHERMORE, AS THE COMPLEXITY IN TECHNOLOGY INCREASE, SKILLED WORKERS REQUIRED BY THE INDUSTRY CAN BE TRAINED BY USING SIMULATION. ADDITIONALLY, WORK SAFETY ISSUES ARE MORE IMPORTANT THAN IT WAS IN THE PAST WITH THE EMERGENCE OF AUTONOMOUS MACHINES IN MANUFACTURING. THE DATA WILL HELP CREATE SMARTNESS AND INTELLIGENCE IN MANUFACTURING AND SIMULATION HELP DATA ANALYTICS IN COMPREHENSION AND KNOWLEDGE EXTRACTION. THIS CHAPTER IS THE CONCLUDING CHAPTER OF THIS BOOK AND SUMMARIZES THE ROLE OF SIMULATION IN INDUSTRYFOURTH. THERE ARE EXPLICIT AND IMPLICIT IMPOSED ROLES OF SIMULATION WHICH ARE SUMMARIZED IN TERMS OF TECHNOLOGIES COMPOSED OF CYBER-PHYSICAL SYSTEMS (CPS) AND SMART FACTORY. IN CONCLUSION, AS THIS BOOK MAKES IT CLEAR WITH EVIDENCES, SIMULATION IS AT THE HEART OF INDUSTRYFOURTH AND THE MAIN DRIVER OF THE NEW INDUSTRIAL REVOLUTION. © 2019, SPRINGER NATURE SWITZERLAND AG.",SIMULATION FOR THE BETTER THE FUTURE IN INDUSTRYFOURTH
"SIMULATION IS A KEY TECHNOLOGY FOR DEVELOPING PLANNING AND EXPLORATORY MODELS TO OPTIMIZE DECISION MAKING AS WELL AS THE DESIGN AND OPERATIONS OF COMPLEX AND SMART PRODUCTION SYSTEMS. IT COULD ALSO AID COMPANIES TO EVALUATE THE RISKS, COSTS, IMPLEMENTATION BARRIERS, IMPACT ON OPERATIONAL PERFORMANCE, AND ROADMAP TOWARD INDUSTRYFOURTH. ALTHOUGH SEVERAL ADVANCES HAVE BEEN MADE IN THIS DOMAIN, STUDIES THAT SYSTEMATICALLY CHARACTERIZE AND ANALYZE THE DEVELOPMENT OF SIMULATION-BASED RESEARCH IN INDUSTRYFOURTH ARE SCARCE. THEREFORE, THIS STUDY AIMS TO INVESTIGATE THE STATE-OF-THE-ART RESEARCH PERFORMED ON THE INTERSECTING AREA OF SIMULATION AND THE FIELD OF INDUSTRYFOURTH. INITIALLY, A CONCEPTUAL FRAMEWORK DESCRIBING INDUSTRYFOURTH IN TERMS OF ENABLING TECHNOLOGIES AND DESIGN PRINCIPLES FOR MODELING AND SIMULATION OF INDUSTRYFOURTH SCENARIOS IS PROPOSED. THEREAFTER, LITERATURE ON SIMULATION TECHNOLOGIES AND INDUSTRYFOURTH DESIGN PRINCIPLES IS SYSTEMATICALLY REVIEWED USING THE PREFERRED REPORTING ITEMS FOR SYSTEMATIC REVIEWS AND META-ANALYSES (PRISMA) METHODOLOGY. THIS STUDY REVEALS AN INCREASING TREND IN THE NUMBER OF PUBLICATIONS ON SIMULATION IN INDUSTRYFOURTH WITHIN THE LAST FOUR YEARS. IN TOTAL, 10 SIMULATION-BASED APPROACHES AND 17 INDUSTRYFOURTH DESIGN PRINCIPLES WERE IDENTIFIED. A CROSS-ANALYSIS OF CONCEPTS AND EVALUATION OF MODELS’ DEVELOPMENT SUGGEST THAT SIMULATION CAN CAPTURE THE DESIGN PRINCIPLES OF INDUSTRYFOURTH AND SUPPORT THE INVESTIGATION OF THE INDUSTRYFOURTH PHENOMENON FROM DIFFERENT PERSPECTIVES. FINALLY, THE RESULTS OF THIS STUDY INDICATE HYBRID SIMULATION AND DIGITALTWIN AS THE PRIMARY SIMULATION-BASED APPROACHES IN THE CONTEXT OF INDUSTRYFOURTH. © 2020 ELSEVIER LTD",SIMULATION IN INDUSTRYFOURTH A STATEOFTHEART REVIEW
"INCREASING PRODUCTIVITY, AS WELL AS FLEXIBILITY, IS REQUIRED FOR THE INDUSTRIAL PRODUCTION SECTOR. TO MEET THESE CHALLENGES, CONCEPTS IN THE FIELD OF “INDUSTRYFOURTH” ARE ARISING, SUCH AS THE CONCEPT OF DIGITALTWINS. VACUUM HANDLING SYSTEMS ARE A WIDESPREAD TECHNOLOGY FOR MATERIAL HANDLING IN INDUSTRY AND FACE THE SAME CHALLENGES AND OPPORTUNITIES. IN THIS FIELD, A KEY ISSUE IS THE LACK OF DIGITALTWINS CONTAINING BEHAVIOR MODELS FOR VACUUM HANDLING SYSTEMS AND THEIR COMPONENTS IN DIFFERENT APPLICATIONS AND USE CASES. A NOVEL CONCEPT FOR MODELING AND SIMULATING THE FLUIDIC BEHAVIOR OF PNEUMATIC VACUUM EJECTORS AS KEY COMPONENTS OF VACUUM HANDLING SYSTEMS IS PROPOSED. IN ORDER TO INCREASE THE SIMULATION ACCURACY, THE CONCEPT CAN ACCESS INSTANCE-SPECIFIC DATA OF THE USED ASSET INSTEAD OF OBJECT-SPECIFIC DATA. THE MODEL AND THE DATA ARE PART OF THE DIGITALTWINS OF PNEUMATIC VACUUM EJECTORS, WHICH SHALL BE ABLE TO BE COMBINED WITH OTHER COMPONENTS TO REPRESENT A DIGITALTWIN OF ENTIRE VACUUM HANDLING SYSTEMS. THE PROPOSED MODEL IS VALIDATED IN AN EXPERIMENTAL TEST SETUP AND IN AN INDUSTRIAL APPLICATION DELIVERING SUFFICIENTLY ACCURATE RESULTS. © 2022 THE AUTHORS. CHEMICAL ENGINEERING TECHNOLOGY PUBLISHED BY WILEY-VCH GMBH.",SIMULATION MODEL FOR DIGITALTWINS OF PNEUMATIC VACUUM EJECTORS
"THE AIM OF THE PAPER IS TO INTRODUCE THE DIGITALTWIN CONCEPT AS PART OF THE INDUSTRYFOURTH STRATEGY. IN THE FORM OF A CASE STUDY, THE PROCEDURE AND OUTPUTS OF THE SIMULATION OF A SPECIFIC PRODUCTION PLANT TOGETHER WITH ITS INTERMEDIATE STORAGE AND OUTPUT FOR THE NEXT PLANT ARE PRESENTED. IN THE RESEARCH PART IS PRESENTED A SIMULATION MODEL OF PRODUCTION LINES AND INTERMEDIATE STOCK WITH MATERIAL FLOW REPRESENTATION. AT THE BEGINNING OF THE RESEARCH THE ANALYSIS OF PRODUCTION AND LOGISTICS PROCESSES WAS CARRIED OUT. THE NEXT PART DESCRIBES THE PROGRAMMING METHODS USED TO RECORD AND REDIRECT MATERIAL FLOWS BETWEEN INDIVIDUAL LINES AND STOCK. THE SIMULATION METHOD USING SIMULATED PRODUCTION LINE MODELS ENABLES THE DIGITIZATION OF DYNAMIC PRODUCTION PROCESSES IN ENTERPRISES. WE EXPECT THAT IN THE COMING YEARS THERE WILL BE AN INCREASE IN DEMAND FOR THE CREATION OF SIMULATION MODELS OF PRODUCTION SYSTEMS IN MODERN MANUFACTURING COMPANIES THAT WILL TRY TO IMPLEMENT THE INDUSTRYFOURTH STRATEGY AND THUS INCREASE THEIR COMPETITIVENESS. © 2020 MANUFACTURING TECHNOLOGY. ALL RIGHTS RESERVED.",SIMULATION MODELS OF PRODUCTION PLANTS AS A TOOL FOR IMPLEMENTATION OF THE DIGITALTWIN CONCEPT INTO PRODUCTION
"TODAY, THE MANUFACTURING SECTOR IS FUNDAMENTAL IN ALL MODERN ECONOMIC PRODUCTION SYSTEMS. IT REPRESENTS A A COMPLEX SECTOR ADAPTING ON THE ONE HAND TO THE NEEDS OF CONSUMPTION, ON THE OTHER TO NEW PRODUCTION TECHNOLOGIES. IN SUCH A COMPETITIVE MARKET IT IS NECESSARY TO DEVELOP FLEXIBLE PRODUCTION MODELS CAPABLE OF INCREASE EFFICIENCY TO MINIMIZE COSTS REDUCING TIME-TO-MARKET AND ENSURE ON-TIME DELIVERY. IN THIS CONTEXT, THE NEW DIGITAL TECHNOLOGIES ARE BECOMING MORE AND MORE IMPORTANT TO INCREASING EFFICIENCY IN THE MANUFACTURING SECTOR. THUS, THE AIM OF THE PRESENT RESEARCH WAS TO DEVELOP A SIMULATION MODEL BASED ON THE DIGITALTWIN (DT) TECHNOLOGY WITHIN A COMPANY IN THE MANUFACTURING SECTOR. THE MODEL MADE POSSIBLE TO PREDICT THE FUTURE PERFORMANCE OF THE PHYSICAL ASSET. MORE IN DETAIL, THE MODEL WAS DEVELOPED WITHIN AN ITALIAN SME THAT MANUFACTURES RACK CABINET FOR ELECTRIC VEHICLE CHARGING STATIONS. THE COMPANY, IN ABOUT A YEAR, HAS TRIPLED ITS MONTHLY PRODUCTION TO MEET A STRONG MARKET DEMAND. THIS HAS PUSHED THE COMPANY MANAGEMENT TO INVESTIGATE THE PRODUCTION PROCESS TO IMPROVE IT. THANKS TO THE SIMULATION MODEL, IT WAS POSSIBLE TO ANALYZE AND CONTROL THE OPERATION OF A PROCESS IN REAL TIME, AS WELL AS EVALUATE ANY TYPE OF CHANGE BEFORE, DURING AND AFTER ITS IMPLEMENTATION IN ORDER TO ASSESS ITS IMPACT IN TERMS OF BOTH ADVANTAGES AND DISADVANTAGES. THE RESULTS OF THE REAL-WORLD MANUFACTURING ARE PROMISING ALLOWING MANAGERS TO DEFINE FUTURE BUSINESS STRATEGIES. © 2022, AIDI - ITALIAN ASSOCIATION OF INDUSTRIAL OPERATIONS PROFESSORS. ALL RIGHTS RESERVED.",SIMULATION OPTIMIZATION FOR A FLEXIBLE PRODUCTION PROCESS UNDER UNCERTAIN FACTORS
